,order_id,order_date,order_priority,order_quantity,sales,discount,ship_mode,profit,unit_price,shipping_cost,first_name,last_name,region,customer_segment,product_category,product_sub-category,product_name,product_container,product_base_margin,ship_date,birthdate,Manager,Status
2211,26145,2011-07-04,Low,18/02/1900,510.15,0.04,Regular Air,-362.11,9.98,12.52,George,Bell,Ontario,Corporate,Furniture,Office Furnishings,"Eldon® Expressions Wood and Plastic Desk Accessories, Oak",Small Box,0.57,2011-04-07,1950-01-28,Pat,Not Returned
2212,26145,2011-07-04,Low,27/01/1900,735.09,0.1,Regular Air,153.5,29.34,7.87,George,Bell,Ontario,Corporate,Furniture,Office Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Small Box,0.54,2011-06-07,1950-02-22,Pat,Not Returned
2213,26279,2009-07-30,Not Specified,07/01/1900,211.7435,0.04,Regular Air,-33.31,35.99,1.25,Edward,Nazzal,Ontario,Home Office,Technology,Telephones and Communication,Accessory23,Small Pack,0.36,2009-01-08,1950-07-28,Pat,Not Returned
2214,26406,2011-04-12,Not Specified,09/02/1900,167.46,0.09,Regular Air,-134.3,4.24,5.41,Edward,Becker,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,2011-04-15,1950-06-12,Pat,Not Returned
2215,26535,2012-03-20,Not Specified,02/02/1900,141.7,0.02,Regular Air,-103.21,3.98,5.26,Candace,McMahon,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2012-03-22,1950-02-03,Pat,Not Returned
2216,26661,2012-12-19,Medium,31/01/1900,1772.2245,0.02,Regular Air,390.86,65.99,4.99,Ruben,Ausman,Ontario,Corporate,Technology,Telephones and Communication,T193,Small Box,0.57,2012-12-20,1950-09-07,Pat,Not Returned
2217,26855,2009-03-15,High,13/01/1900,396.04,0.08,Regular Air,230.02,30.93,3.92,Naresj,Patel,Ontario,Small Business,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack,0.44,2009-03-16,1950-11-02,Pat,Not Returned
2218,27047,2010-11-22,High,25/01/1900,14240.76,0.06,Regular Air,3128.69,599.99,24.49,Patrick,Bzostek,Ontario,Consumer,Technology,Copiers and Fax,Canon PC1080F Personal Copier,Large Box,0.5,2010-11-23,1951-06-22,Pat,Not Returned
2219,27047,2010-11-22,High,07/02/1900,167.41,0.05,Regular Air,-161.57,4.28,6.72,Patrick,Bzostek,Ontario,Consumer,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2010-11-23,1951-03-13,Pat,Not Returned
2220,27077,2010-03-15,Critical,11/01/1900,1612.93,0.0,Regular Air,321.25,140.99,13.99,Frank,Carlisle,Ontario,Small Business,Technology,Office Machines,Canon MP100DHII Printing Calculator,Medium Box,0.37,2010-03-17,1951-05-25,Pat,Not Returned
2221,27236,2010-03-02,High,20/01/1900,393.31,0.04,Regular Air,84.3,19.98,5.86,Alan,Hwang,Ontario,Small Business,Office Supplies,Paper,Xerox 191,Small Box,0.38,2010-03-03,1951-01-05,Pat,Not Returned
2222,27589,2011-09-15,Medium,20/01/1900,845.7,0.02,Express Air,221.6,39.48,1.99,Darren,Budd,Ontario,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2011-09-17,1951-06-08,Pat,Not Returned
2223,27589,2011-09-15,Medium,25/01/1900,467.0,0.04,Regular Air,69.97,17.67,8.99,Darren,Budd,Ontario,Corporate,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack,0.47,2011-09-16,1951-11-03,Pat,Not Returned
2224,27589,2011-09-15,Medium,05/02/1900,64.43,0.07,Regular Air,-18.64,1.88,1.49,Darren,Budd,Ontario,Corporate,Furniture,Tables,Global Adaptabilities Conference Tables,Jumbo Box,0.66,2011-09-16,1952-11-10,Pat,Not Returned
2225,27681,2010-11-24,Medium,07/01/1900,37.8,0.06,Regular Air,-18.31,4.98,4.7,Dave,Hallsten,Ontario,Home Office,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,2010-11-25,1952-10-20,Pat,Not Returned
2226,27681,2010-11-24,Medium,30/01/1900,183.28,0.04,Regular Air,33.88,6.08,1.17,Dave,Hallsten,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Col-Erase® Pencils with Erasers,Wrap Bag,0.56,2010-11-26,1952-05-12,Pat,Not Returned
2227,28033,2010-09-14,High,16/01/1900,2826.9,0.07,Delivery Truck,337.29,180.98,26.2,Dan,Lawera,Ontario,Corporate,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,2010-09-16,1952-08-22,Pat,Not Returned
2228,28033,2010-09-14,High,06/02/1900,7834.77,0.04,Delivery Truck,297.79,216.6,64.2,Dan,Lawera,Ontario,Corporate,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.59,2010-09-16,1952-09-22,Pat,Not Returned
2229,28033,2010-09-14,High,18/01/1900,127.56,0.01,Regular Air,-57.11,6.6,4.07,Dan,Lawera,Ontario,Corporate,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66,2010-09-17,1952-05-25,Pat,Not Returned
2230,28324,2011-08-07,High,17/02/1900,385.99,0.09,Regular Air,-40.72,8.67,3.5,Edward,Nazzal,Ontario,Small Business,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58,2011-09-08,1952-04-22,Pat,Not Returned
2231,28805,2011-04-02,Medium,14/01/1900,97.93,0.07,Regular Air,-616.81,3.48,49.0,Bill,Stewart,Ontario,Corporate,Office Supplies,Appliances,Hoover® Commercial Lightweight Upright Vacuum,Large Box,0.59,2011-04-04,1952-10-26,Pat,Not Returned
2232,28805,2011-04-02,Medium,04/01/1900,25.52,0.07,Regular Air,-1.99,5.98,1.49,Bill,Stewart,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39,2011-04-04,1953-04-15,Pat,Not Returned
2233,28805,2011-04-02,Medium,15/02/1900,487.5,0.05,Regular Air,-25.88,10.23,4.68,Bill,Stewart,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59,2011-04-04,1953-09-11,Pat,Not Returned
2234,28897,2009-08-24,Medium,04/02/1900,146.15,0.02,Regular Air,-180.26,4.06,6.89,Ed,Ludwig,Ontario,Consumer,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,2009-08-26,1954-05-01,Pat,Not Returned
2235,28897,2009-08-24,Medium,14/01/1900,877.47,0.07,Regular Air,151.24,60.98,19.99,Ed,Ludwig,Ontario,Consumer,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,0.38,2009-08-26,1954-09-05,Pat,Not Returned
2236,28932,2010-07-21,Low,24/01/1900,269.57,0.0,Express Air,33.47,10.4,5.4,Gary,Mitchum,Ontario,Consumer,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack,0.51,2010-07-21,1955-11-13,Pat,Not Returned
2237,28932,2010-07-21,Low,18/01/1900,98.94,0.1,Regular Air,-12.59,5.85,2.27,Gary,Mitchum,Ontario,Consumer,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,2010-07-28,1955-10-22,Pat,Not Returned
2238,29219,2009-04-10,Not Specified,29/01/1900,203.4,0.04,Regular Air,24.59,7.08,2.35,Nat,Carroll,Ontario,Home Office,Office Supplies,Pens & Art Supplies,SANFORD Major Accent Highlighters,Wrap Bag,0.47,2009-11-04,1955-06-24,Pat,Not Returned
2239,29410,2009-09-17,Critical,04/02/1900,4186.53,0.04,Regular Air,1929.58,120.97,7.11,Linda,Cazamias,Ontario,Corporate,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box,0.36,2009-09-17,1956-01-26,Pat,Returned
2240,29410,2009-09-17,Critical,05/02/1900,6057.27,0.0,Regular Air,1585.5,195.99,4.2,Linda,Cazamias,Ontario,Corporate,Technology,Telephones and Communication,688,Small Box,0.6,2009-09-19,1956-05-14,Pat,Returned
2241,29411,2012-04-06,High,29/01/1900,67.87,0.07,Regular Air,-112.54,2.22,5.0,Naresj,Patel,Ontario,Corporate,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Small Box,0.55,2012-07-04,1956-06-03,Pat,Not Returned
2242,29411,2012-04-06,High,02/02/1900,542.24,0.02,Regular Air,268.53,15.67,1.39,Naresj,Patel,Ontario,Corporate,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,2012-07-04,1956-07-21,Pat,Not Returned
2243,29411,2012-04-06,High,07/02/1900,15174.95,0.02,Delivery Truck,7251.92,400.97,48.26,Naresj,Patel,Ontario,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36,2012-06-04,1956-02-23,Pat,Not Returned
2244,29411,2012-04-06,High,14/02/1900,1084.12,0.04,Regular Air,294.43,23.99,6.3,Naresj,Patel,Ontario,Corporate,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box,0.38,2012-06-04,1962-02-16,Pat,Not Returned
2245,29475,2010-02-22,High,18/02/1900,235.12,0.09,Regular Air,-29.62,4.91,3.05,Gary,Zandusky,Ontario,Home Office,Furniture,Office Furnishings,Ultra Door Push Plate,Small Pack,0.52,2010-02-24,1962-03-07,Pat,Not Returned
2246,29475,2010-02-22,High,02/01/1900,1814.82,0.0,Delivery Truck,-1128.66,880.98,44.55,Gary,Zandusky,Ontario,Home Office,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,2010-02-25,1962-05-20,Pat,Not Returned
2247,29537,2012-09-19,Low,30/01/1900,318.56,0.08,Express Air,-30.97,10.89,4.5,Joni,Sundaresam,Ontario,Home Office,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,2012-09-28,1962-01-23,Pat,Not Returned
2248,29671,2010-03-22,Critical,12/02/1900,1511.7,0.02,Regular Air,221.63,34.99,7.73,Duane,Huffman,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Small Box,0.59,2010-03-23,1961-03-26,Pat,Not Returned
2249,29895,2010-10-20,Medium,12/02/1900,7286.65,0.03,Delivery Truck,474.89,160.98,35.02,Theresa,Coyne,Ontario,Home Office,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.72,2010-10-21,1961-11-13,Pat,Not Returned
2250,30308,2010-03-21,Medium,15/01/1900,30.38,0.08,Regular Air,-59.18,1.8,4.79,George,Bell,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Easy Flow II Sheet Lifters,Small Box,0.37,2010-03-22,1961-06-07,Pat,Not Returned
2251,30436,2012-07-07,Low,30/01/1900,121.19,0.09,Express Air,-152.13,3.89,7.01,Dave,Hallsten,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,2012-12-07,1961-03-03,Pat,Not Returned
2252,30820,2011-04-09,Critical,21/01/1900,48.01,0.1,Express Air,-6.85,2.21,1.12,Cynthia,Arntzen,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Newell 327,Wrap Bag,0.58,2011-10-04,1961-07-11,Pat,Not Returned
2253,31046,2011-02-07,Critical,11/02/1900,3900.531,0.08,Regular Air,1144.63,110.99,2.5,Erin,Creighton,Ontario,Corporate,Technology,Telephones and Communication,T18,Small Box,0.57,2011-08-02,1961-09-10,Pat,Not Returned
2254,31046,2011-02-07,Critical,04/02/1900,248.42,0.02,Regular Air,-58.81,6.84,4.42,Erin,Creighton,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Design Stainless Steel Bent Scissors,Small Pack,0.58,2011-10-02,1961-05-04,Pat,Not Returned
2255,31301,2010-10-18,Low,31/01/1900,109.78,0.06,Regular Air,43.77,3.75,0.5,Duane,Huffman,Ontario,Consumer,Office Supplies,Labels,Avery 510,Small Box,0.37,2010-10-20,1961-10-21,Pat,Not Returned
2256,31495,2010-08-04,Low,20/01/1900,191.43,0.06,Express Air,39.5,8.69,2.99,Gary,Hansen,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,2010-08-08,1960-04-24,Pat,Not Returned
2257,31495,2010-08-04,Low,03/02/1900,1234.85,0.03,Regular Air,212.2,34.76,8.22,Gary,Hansen,Ontario,Consumer,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,2010-11-08,1960-05-23,Pat,Not Returned
2258,31523,2012-03-08,Low,17/01/1900,105.85,0.1,Regular Air,-44.86,6.48,2.74,Joni,Sundaresam,Ontario,Home Office,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71,2012-10-03,1960-01-22,Pat,Not Returned
2259,31523,2012-03-08,Low,19/01/1900,179.33,0.0,Regular Air,-58.76,8.74,8.29,Joni,Sundaresam,Ontario,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,2012-03-13,1960-07-14,Pat,Not Returned
2260,31552,2012-11-11,High,17/01/1900,378.08,0.0,Regular Air,70.48,22.24,1.99,Alan,Hwang,Ontario,Corporate,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Small Pack,0.43,2012-11-14,1936-05-03,Pat,Not Returned
2261,31552,2012-11-11,High,24/01/1900,731.71,0.0,Regular Air,175.82,29.89,1.99,Alan,Hwang,Ontario,Corporate,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,2012-12-11,1936-07-24,Pat,Not Returned
2262,31877,2009-06-29,Medium,03/02/1900,285.06,0.08,Regular Air,-211.54,8.37,10.16,Duane,Huffman,Ontario,Consumer,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box,0.59,2009-06-29,1936-08-03,Pat,Not Returned
2263,32037,2009-02-16,Low,06/02/1900,311.66,0.04,Regular Air,-63.81,8.6,6.19,Edward,Becker,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,2009-02-23,1937-10-27,Pat,Not Returned
2264,32037,2009-02-16,Low,15/01/1900,9862.51,0.07,Regular Air,325.29,699.99,24.49,Edward,Becker,Ontario,Home Office,Technology,Copiers and Fax,Canon Imageclass D680 Copier / Fax,Large Box,0.54,2009-02-20,1937-12-20,Pat,Not Returned
2265,32131,2010-12-27,Critical,03/02/1900,126.62,0.03,Regular Air,44.8,3.78,0.71,David,Smith,Ontario,Small Business,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,2010-12-29,1937-04-14,Pat,Not Returned
2266,32135,2010-11-25,High,06/02/1900,1575.14,0.0,Regular Air,160.68,39.98,7.12,Magdelene,Morse,Ontario,Home Office,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box,0.67,2010-11-27,1937-01-02,Pat,Not Returned
2267,32135,2010-11-25,High,16/01/1900,187.78,0.08,Regular Air,-21.82,11.99,5.99,Magdelene,Morse,Ontario,Home Office,Technology,Office Machines,TI 30X Scientific Calculator,Medium Box,0.36,2010-11-27,1969-03-04,Pat,Not Returned
2268,32195,2009-11-25,Medium,07/01/1900,86.29,0.05,Regular Air,-14.03,11.58,6.97,Michelle,Huthwaite,Ontario,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,2009-11-28,1969-08-27,Pat,Not Returned
2269,32230,2012-08-19,High,15/02/1900,1753.75,0.07,Regular Air,215.11,39.98,9.2,David,Philippe,Ontario,Consumer,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,2012-08-20,1969-03-20,Pat,Not Returned
2270,32451,2009-03-24,Not Specified,11/02/1900,580.56,0.1,Regular Air,163.63,14.28,2.99,Nat,Carroll,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Avery Premier Heavy-Duty Binder with Round Locking Rings,Small Box,0.39,2009-03-25,1969-08-25,Pat,Not Returned
2271,32642,2012-03-29,Medium,19/02/1900,1507.16,0.02,Regular Air,724.14,28.48,1.99,Darren,Budd,Ontario,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2012-03-31,1969-09-11,Pat,Not Returned
2272,32803,2011-12-16,Medium,18/02/1900,371.95,0.08,Express Air,-10.33,7.84,4.71,James,Lanier,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue Slant-D® Ring Binders by Cardinal,Small Box,0.35,2011-12-17,1969-02-11,Pat,Not Returned
2273,32803,2011-12-16,Medium,22/01/1900,96.07,0.06,Regular Air,-4.36,4.48,2.5,James,Lanier,Ontario,Corporate,Office Supplies,Envelopes,Ampad #10 Peel & Seel® Holiday Envelopes,Small Box,0.37,2011-12-18,1968-08-19,Pat,Not Returned
2274,32834,2010-08-27,Critical,08/02/1900,3460.5625,0.1,Regular Air,573.06,115.99,5.92,Noah,Childs,Ontario,Home Office,Technology,Telephones and Communication,8890,Small Box,0.58,2010-08-28,1968-05-17,Pat,Not Returned
2275,33219,2011-12-10,High,01/02/1900,7341.96,0.0,Delivery Truck,764.95,216.6,64.2,Duane,Huffman,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.59,2011-11-12,1968-06-14,Pat,Not Returned
2276,33477,2012-10-19,High,28/01/1900,269.28,0.08,Regular Air,113.63,10.35,0.99,Duane,Huffman,Ontario,Small Business,Office Supplies,Labels,Avery 503,Small Box,0.37,2012-10-21,1960-12-20,Pat,Returned
2277,34082,2011-10-28,Not Specified,19/01/1900,2536.18,0.1,Regular Air,350.62,142.86,19.99,Dan,Lawera,Ontario,Corporate,Office Supplies,Storage & Organization,Letter Size Cart,Small Box,0.56,2011-10-29,1960-10-08,Pat,Not Returned
2278,34082,2011-10-28,Not Specified,20/01/1900,38.56,0.07,Regular Air,-10.25,1.88,1.49,Dan,Lawera,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,2011-10-29,1967-10-06,Pat,Not Returned
2279,34082,2011-10-28,Not Specified,04/02/1900,764.32,0.02,Regular Air,-34.59,21.38,8.99,Dan,Lawera,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2011-10-30,1967-10-10,Pat,Not Returned
2280,34211,2012-02-13,Not Specified,15/01/1900,136.49,0.1,Regular Air,36.23,9.93,1.09,Alan,Hwang,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,Wrap Bag,0.43,2012-02-16,1967-03-09,Pat,Not Returned
2281,34244,2010-09-29,Low,25/01/1900,205.3,0.0,Express Air,-89.56,7.37,5.53,Duane,Huffman,Ontario,Consumer,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack,0.69,2010-08-10,1967-09-20,Pat,Not Returned
2282,34244,2010-09-29,Low,04/01/1900,125.7,0.04,Regular Air,-62.77,31.78,1.99,Duane,Huffman,Ontario,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,2010-01-10,1966-02-26,Pat,Not Returned
2283,34658,2010-11-18,Medium,02/02/1900,2701.69,0.05,Delivery Truck,-926.33,81.94,55.81,Alan,Hwang,Ontario,Small Business,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6,2010-11-18,1966-02-07,Pat,Returned
2284,34788,2009-11-09,High,04/01/1900,30.47,0.02,Regular Air,-10.7,5.98,5.15,Alan,Hwang,Ontario,Corporate,Office Supplies,Paper,Xerox 193,Small Box,0.36,2009-11-11,1966-02-25,Pat,Not Returned
2285,34918,2009-10-23,Medium,12/01/1900,2230.97,0.06,Delivery Truck,273.27,180.98,26.2,Amy,Cox,Ontario,Corporate,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,2009-10-24,1966-12-08,Pat,Not Returned
2286,34918,2009-10-23,Medium,25/01/1900,200.77,0.01,Regular Air,-60.61,7.28,7.98,Amy,Cox,Ontario,Corporate,Furniture,Office Furnishings,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,0.42,2009-10-25,1966-07-13,Pat,Not Returned
2287,35079,2010-08-14,High,13/01/1900,71.57,0.02,Regular Air,-30.69,4.98,4.95,Darren,Budd,Ontario,Consumer,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,2010-08-16,1965-11-06,Pat,Not Returned
2288,35079,2010-08-14,High,01/02/1900,2062.75,0.01,Express Air,559.59,60.98,19.99,Darren,Budd,Ontario,Consumer,Furniture,Tables,Hon 4060 Series Tables,Large Box,0.63,2010-08-16,1965-10-23,Pat,Not Returned
2289,35110,2011-10-18,High,14/01/1900,12805.25,0.01,Regular Air,5065.51,896.99,19.99,Mike,Caudle,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,0.38,2011-10-19,1965-05-21,Pat,Returned
2290,35110,2011-10-18,High,18/02/1900,1435.32,0.02,Regular Air,485.95,29.89,1.99,Mike,Caudle,Ontario,Corporate,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,2011-10-20,1965-06-22,Pat,Returned
2291,35554,2012-09-24,Not Specified,03/02/1900,4581.54,0.05,Delivery Truck,-614.37,130.98,54.74,Darren,Budd,Ontario,Consumer,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,2012-09-26,1965-07-27,Pat,Returned
2292,35555,2011-03-04,Medium,19/02/1900,11266.4,0.08,Delivery Truck,1902.99,243.98,43.32,James,Lanier,Ontario,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,2011-05-03,1965-10-15,Pat,Not Returned
2293,35555,2011-03-04,Medium,15/01/1900,71.61,0.1,Regular Air,-70.31,4.89,4.93,James,Lanier,Ontario,Corporate,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,2011-06-03,1959-07-09,Pat,Not Returned
2294,35555,2011-03-04,Medium,02/01/1900,10.43,0.07,Regular Air,-4.72,4.98,0.8,James,Lanier,Ontario,Corporate,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36,2011-04-03,1959-03-02,Pat,Not Returned
2295,35877,2010-05-25,High,30/01/1900,129.71,0.08,Regular Air,-100.61,4.28,5.68,Erin,Creighton,Ontario,Corporate,Office Supplies,Paper,Xerox 199,Small Box,0.4,2010-05-28,1959-08-18,Pat,Returned
2296,35878,2010-08-13,Medium,14/02/1900,161.67,0.08,Regular Air,-7.71,3.6,2.2,Cari,MacIntyre,Ontario,Corporate,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.39,2010-08-15,1959-04-10,Pat,Not Returned
2297,36448,2010-09-10,Medium,06/01/1900,36.65,0.03,Regular Air,0.43,6.08,0.91,Allen,Golden,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters,Wrap Bag,0.51,2010-10-09,1959-12-26,Pat,Not Returned
2298,36448,2010-09-10,Medium,13/02/1900,964.09,0.02,Regular Air,105.37,22.01,5.53,Allen,Golden,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,Small Pack,0.59,2010-11-09,1959-03-25,Pat,Not Returned
2299,36452,2009-04-05,High,26/01/1900,564.98,0.1,Regular Air,-107.51,22.38,15.1,Eudokia,Martin,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,2009-06-04,1959-11-28,Pat,Not Returned
2300,36452,2009-04-05,High,18/01/1900,129.48,0.04,Regular Air,46.01,6.98,2.83,Eudokia,Martin,Ontario,Home Office,Furniture,Office Furnishings,G.E. Halogen Desk Lamp Bulbs,Small Pack,0.37,2009-07-04,1939-05-13,Pat,Not Returned
2301,36484,2012-01-28,Critical,10/02/1900,2380.5695,0.01,Express Air,740.48,65.99,3.9,Cari,MacIntyre,Ontario,Corporate,Technology,Telephones and Communication,StarTAC Series,Small Box,0.55,2012-01-29,1940-03-18,Pat,Not Returned
2302,36643,2009-02-23,Critical,17/01/1900,240.87,0.01,Regular Air,-36.77,13.79,8.78,Ruben,Ausman,Ontario,Corporate,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,0.43,2009-02-25,1940-05-21,Pat,Not Returned
2303,36643,2009-02-23,Critical,30/01/1900,1025.02,0.04,Regular Air,87.03,33.29,8.74,Ruben,Ausman,Ontario,Corporate,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Small Box,0.61,2009-02-24,1964-11-18,Pat,Not Returned
2304,36679,2011-08-30,Critical,28/01/1900,1491.8265,0.1,Regular Air,124.83,65.99,8.99,Anna,Haberlin,Ontario,Corporate,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,2011-02-09,1964-03-26,Pat,Returned
2305,36741,2010-12-19,Critical,26/01/1900,141.4,0.08,Regular Air,34.48,5.68,1.46,Fred,Hopkins,Ontario,Home Office,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Wrap Bag,0.39,2010-12-22,1964-05-20,Pat,Not Returned
2306,36741,2010-12-19,Critical,06/01/1900,303.909,0.01,Regular Air,-254.36,55.99,5.0,Fred,Hopkins,Ontario,Home Office,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2010-12-21,1964-10-09,Pat,Not Returned
2307,36866,2010-03-24,Low,01/02/1900,6245.76,0.1,Regular Air,1462.42,210.55,9.99,Brian,Stugart,Ontario,Consumer,Office Supplies,Storage & Organization,"24 Capacity Maxi Data Binder Racks, Pearl",Small Box,0.6,2010-03-26,1964-03-08,Pat,Not Returned
2308,36929,2012-05-25,Low,14/02/1900,3638.27,0.04,Regular Air,1123.79,80.98,4.5,Amy,Cox,Ontario,Small Business,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Small Box,0.59,2012-05-25,1958-03-04,Pat,Not Returned
2309,36929,2012-05-25,Low,06/02/1900,1326.69,0.0,Regular Air,185.37,33.29,8.74,Amy,Cox,Ontario,Small Business,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Small Box,0.61,2012-05-29,1958-04-17,Pat,Not Returned
2310,36999,2009-12-12,Medium,28/01/1900,14475.74,0.06,Delivery Truck,4963.89,549.99,49.0,Cari,MacIntyre,Ontario,Corporate,Technology,Copiers and Fax,Sharp 1540cs Digital Laser Copier,Jumbo Drum,0.35,2009-12-13,1958-09-09,Pat,Returned
